13.04247916,80.21417483
9.8900504,78.08397428
12.96890697,80.26934346
9.8423517,78.15116377
12.96109122,80.08839324
12.9414607,80.13170173
9.89374066,78.17958077
12.93752662,80.26247962
9.96301787,78.07283691
12.9182891,80.13988058
12.96822867,80.13054481
12.92781993,80.20133113
12.91479645,80.11375072
12.9233855,80.24335459
9.96871434,78.12849539
12.93072718,80.14876538
13.03894536,80.25610306
9.82477905,78.05933388
9.89039794,78.04224313
9.82423555,78.09416883
12.95347101,80.09509872
13.02575856,80.21888957
12.92975535,80.29883205
9.98320384,78.11584426
13.06007231,80.24815282
13.03605293,80.26148234
13.06318046,80.23899664
13.04428174,80.29825526
12.94336994,80.20486342
12.9529086,80.11688336
13.05991321,80.20622803
12.92795487,80.06396909
12.98282043,80.33611197
12.95582282,80.12470041
9.85531385,78.08085362
13.05268462,80.21412037
12.95357399,80.31050068
12.92177539,80.25283796
12.92177469,80.09161163
12.99295321,80.31277858
12.94206039,80.22512731
9.90842214,78.01586645
12.95425196,80.11635556
13.09020878,80.19755031
13.08282424,80.2584327
12.96238638,80.2034721
13.03555223,80.25721641
13.01221581,80.32929194
12.92967942,80.12720276
9.82706586,78.12862783
13.05160642,80.20284883
12.98912392,80.27940682
12.93092312,80.14587914
9.97289018,78.1175221
9.88448312,78.07150646
13.05246161,80.23328702
9.96442724,78.12623401
13.07948844,80.19523902
13.07084252,80.25788393
9.82263314,78.13372262
12.93937984,80.08917356
9.89416383,78.13229984
13.04068431,80.20735006
9.82355341,78.05683449
12.90439834,80.22250006
12.95841812,80.0919485
9.89619774,78.18557008
13.05901901,80.24881137
9.9206568,78.03333289
12.92470021,80.07713949
12.99508241,80.26013896
12.94648247,80.09552453
13.06974485,80.20214486
9.98362006,78.12106893
12.91617252,80.12074496
12.93901026,80.11226932
9.96332698,78.09798308
13.03170447,80.21457752
12.94486963,80.26016799
9.94140643,78.16888095
12.95485003,80.31627783
13.05432758,80.25863413
13.07164762,80.27415322
9.87725772,78.01294727
9.96803499,78.09526568
12.92126995,80.1006648
13.01882935,80.28060537
12.93588263,80.21753388
9.91328473,78.16342639
12.91816321,80.13495035
9.89855987,78.08349147
13.04789347,80.21506891
13.0822336,80.24751331
12.9602028,80.27448188
12.94809305,80.10159965
12.95943462,80.09299768
13.05507033,80.313399
13.09202591,80.2505345
12.91602632,80.09548638
13.01294887,80.23893606
13.10359097,80.24516122
12.9134101,80.145139
9.9764631,78.05649024
12.93897939,80.09715952
12.90216924,80.1412597
13.04966271,80.29483464
12.90284256,80.09599217
12.92158943,80.15324831
9.96336701,78.11756208
13.10144326,80.25311347
12.89909501,80.11774853
13.07475641,80.24417899
12.96281441,80.32054104
13.05895601,80.1954425
9.83483237,78.16017912
9.92642115,78.02399098
12.96097228,80.09449199
13.01332457,80.2564252
12.91473049,80.0709433
13.09645971,80.24836111
12.92017443,80.07041486
13.0247055,80.32242614
9.8567967,78.17820598
13.05703466,80.21158741
12.91451324,80.2569556
12.94381763,80.10978093
13.07993852,80.25539072
13.09750628,80.25146028
12.9032512,80.13323118
13.05122447,80.26621694
13.08071485,80.25609816
13.06811383,80.18715712
12.93599732,80.31955068
13.09351362,80.22978313
9.87883978,78.14711143
9.97850393,78.14444339
13.05752575,80.22137668
9.97414077,78.1410749
13.05633107,80.22219917
12.92140067,80.07935438
12.9380503,80.13608787
12.94886564,80.26362324
13.09357876,80.20693388
13.06208547,80.29434126
13.06904718,80.19805685
9.91288158,78.05993953
13.06142464,80.20238415
12.90086056,80.11757004
13.00887888,80.29811335
9.88122326,78.04227974
13.09006457,80.19478843
9.93057772,78.13406379
9.9248892,78.10891952
12.9001884,80.09425194
9.95806504,78.05135366
9.90421209,78.05339174
13.09093804,80.21548718
12.98185275,80.25094818
12.91063223,80.13413586
13.03463008,80.20589744
12.9033294,80.0748327
13.06911281,80.24419042
12.92484411,80.14059386
13.08632488,80.25525895
13.03599284,80.20833876
12.93980226,80.33228236
12.97933857,80.22082225
12.95743622,80.3434849
12.90977609,80.06888927
12.89248326,80.11467726
13.05243531,80.1985662
13.03341565,80.23933404
12.91465469,80.14153194
9.85018765,78.08112803
9.84316923,78.03660942
13.04266178,80.25839898
12.92101764,80.23974682
12.91172375,80.14495595
13.05945449,80.21444616
12.94568725,80.20142904
12.97280938,80.24888314
9.92820189,78.07420046
12.99999931,80.2404613
9.9094728,78.10214217
13.05797704,80.2338329
9.95315052,78.10199978
12.93883918,80.1014831
9.89167079,78.05950831
12.9396517,80.27275624
9.88210594,78.11644439
13.0591871,80.26085231
9.96485772,78.06600335
12.93662986,80.20964667
13.03090064,80.31874244
12.95464802,80.17660357
12.9580502,80.1057116
12.90088469,80.08026564
12.98768581,80.25402584
13.03929382,80.19767331
9.94580734,78.05532118
